bias_mode,channel_mode,k,index,code,name,after_de,new_de,improvement,after_lab_L,after_lab_a,after_lab_b,new_lab_L,new_lab_a,new_lab_b,pred_code,pred_de,correct,actual_shift_L,actual_shift_a,actual_shift_b
leave_one_out,L,0.0,2,W016,橙红色,1.920251623535713,1.920526558773132,-0.00027493523741894954,,,,51.249000549316406,30.930999755859375,24.78499984741211,W016,1.9205270896943716,True,0.0,0.0,0.0
leave_one_out,L,0.0,3,W031,淡雅黄,0.8582189471677338,0.8584294656548928,-0.0002105184871589172,,,,77.09600067138672,-1.562999963760376,27.850000381469727,W031,0.8584301052969552,True,0.0,0.0,0.0
leave_one_out,L,0.0,4,W032,柠檬黄,2.284830227294805,2.285105762292188,-0.00027553499738308673,,,,79.47000122070312,-5.783999919891357,30.476999282836914,W032,2.2851049288999166,True,0.0,0.0,0.0
leave_one_out,L,0.0,5,W047,浅棕桐,1.7765384978283238,1.7764726432545457,6.585457377816795e-05,,,,65.76599884033203,1.6469999551773071,12.461999893188477,W047,1.7764728807143144,True,0.0,0.0,0.0
leave_one_out,L,0.0,6,W048,灰米色,3.947506214904199,3.947232917242815,0.0002732976613839533,,,,68.85600280761719,3.0940001010894775,8.144000053405762,W048,3.947230423437156,True,0.0,0.0,0.0
leave_one_out,L,0.0,7,W063,木纹灰,4.616260155010519,4.616249703463657,1.0451546861744987e-05,,,,71.86399841308594,-0.5630000233650208,0.4880000054836273,W063,4.616250188753034,True,0.0,0.0,0.0
leave_one_out,L,0.0,8,W064,乌托银,4.920880775736599,4.920613959355212,0.00026681638138725816,,,,54.08599853515625,-1.496000051498413,-1.4620000123977661,W080,4.751960825360153,False,0.0,0.0,0.0
leave_one_out,L,0.0,9,W079,钛晶灰,0.8806783970484106,0.8806592859180885,1.9111130322047032e-05,,,,41.790000915527344,0.5440000295639038,1.3630000352859497,W079,0.8806591311235837,True,0.0,0.0,0.0
leave_one_out,L,0.0,10,W080,中行灰,2.895308367014764,2.8958196814060417,-0.0005113143912778284,,,,48.30099868774414,0.6129999756813049,-0.8529999852180481,W080,2.8958208764163493,True,0.0,0.0,0.0
leave_one_out,L,0.0,11,W095,暗灰色,1.7197041834666544,1.719993228092733,-0.00028904462607859394,,,,41.77299880981445,2.130000114440918,-2.759999990463257,W095,1.7199934728393789,True,0.0,0.0,0.0
leave_one_out,L,0.0,12,W096,慕云灰,5.675964125844963,5.676284206630864,-0.0003200807859009558,,,,70.14099884033203,-3.688999891281128,7.36899995803833,W063,5.27029932764272,False,0.0,0.0,0.0
global,L,0.25,1,W015,桔红,1.9680873554355354,1.7289698513070482,0.2391175041284872,54.638999938964844,40.57400131225586,37.167999267578125,55.26731243388107,40.57400131225586,37.167999267578125,W015,1.7289702737164825,True,,,
global,L,0.25,2,W016,橙红色,1.920251623535713,1.4759824762742506,0.4442691472614624,51.249000549316406,30.930999755859375,24.78499984741211,51.87731304423263,30.930999755859375,24.78499984741211,W016,1.475983593310928,True,,,
global,L,0.25,3,W031,淡雅黄,0.8582189471677338,0.6177803805094392,0.24043856665829466,77.09600067138672,-1.562999963760376,27.850000381469727,77.72431316630293,-1.562999963760376,27.850000381469727,W031,0.6177809119189033,True,,,
global,L,0.25,4,W032,柠檬黄,2.284830227294805,1.8544391537266531,0.430391073568152,79.47000122070312,-5.783999919891357,30.476999282836914,80.09831371561934,-5.783999919891357,30.476999282836914,W032,1.854439230926341,True,,,
global,L,0.25,5,W047,浅棕桐,1.7765384978283238,1.8087034318199686,-0.03216493399164477,65.76599884033203,1.6469999551773071,12.461999893188477,66.39431133524825,1.6469999551773071,12.461999893188477,W047,1.8087028855297196,True,,,
global,L,0.25,6,W048,灰米色,3.947506214904199,3.530164895387612,0.41734131951658693,68.85600280761719,3.0940001010894775,8.144000053405762,69.4843153025334,3.0940001010894775,8.144000053405762,W048,3.5301633495656253,True,,,
global,L,0.25,7,W063,木纹灰,4.616260155010519,4.359088975970874,0.2571711790396449,71.86399841308594,-0.5630000233650208,0.4880000054836273,72.49231090800215,-0.5630000233650208,0.4880000054836273,W063,4.359089900691517,True,,,
global,L,0.25,8,W064,乌托银,4.920880775736599,4.406515814039207,0.5143649616973915,54.08599853515625,-1.496000051498413,-1.4620000123977661,54.71431103007247,-1.496000051498413,-1.4620000123977661,W064,4.406517770143241,True,,,
global,L,0.25,9,W079,钛晶灰,0.8806783970484106,0.9617880081642274,-0.08110961111581683,41.790000915527344,0.5440000295639038,1.3630000352859497,42.41831341044357,0.5440000295639038,1.3630000352859497,W079,0.9617878299601458,True,,,
global,L,0.25,10,W080,中行灰,2.895308367014764,2.3739347160409245,0.5213736509738394,48.30099868774414,0.6129999756813049,-0.8529999852180481,48.92931118266036,0.6129999756813049,-0.8529999852180481,W080,2.3739368663671443,True,,,
global,L,0.25,11,W095,暗灰色,1.7197041834666544,1.5002354933804276,0.21946869008622683,41.77299880981445,2.130000114440918,-2.759999990463257,42.401311304730676,2.130000114440918,-2.759999990463257,W095,1.500235888218465,True,,,
global,L,0.25,12,W096,慕云灰,5.675964125844963,5.254263548283777,0.42170057756118595,70.14099884033203,-3.688999891281128,7.36899995803833,70.76931133524825,-3.688999891281128,7.36899995803833,W063,4.91481060145755,False,,,
leave_one_out,L,0.25,1,W015,桔红,1.9680873554355354,1.7214421915374507,0.24664516389808466,,,,55.29940902543339,40.57400131225586,37.167999267578125,W015,1.721442504339963,True,0.6604090864685449,-0.0,0.0
leave_one_out,L,0.25,2,W016,橙红色,1.920251623535713,1.4627818060531939,0.45746981748251914,,,,51.899409634484485,30.930999755859375,24.78499984741211,W016,1.4627817435521737,True,0.6504090851680799,0.0,0.0
leave_one_out,L,0.25,3,W031,淡雅黄,0.8582189471677338,0.6108708364658367,0.2473481107018971,,,,77.76156884736635,-1.562999963760376,27.850000381469727,W031,0.6108715261385111,True,0.6655681759796359,0.0,0.0
leave_one_out,L,0.25,4,W032,柠檬黄,2.284830227294805,1.866779415470914,0.41805081182389103,,,,80.0802057619122,-5.783999919891357,30.476999282836914,W032,1.8667771752202746,True,0.6102045412090692,0.0,0.0
leave_one_out,L,0.25,5,W047,浅棕桐,1.7765384978283238,1.8179354650540211,-0.0413969672256973,,,,66.44747610762715,1.6469999551773071,12.461999893188477,W047,1.8179356673813962,True,0.6814772672951221,0.0,0.0
leave_one_out,L,0.25,6,W048,灰米色,3.947506214904199,3.559176539856529,0.3883296750476699,,,,69.4395255246623,3.0940001010894775,8.144000053405762,W048,3.5591765467271244,True,0.583522717045112,0.0,0.0
leave_one_out,L,0.25,7,W063,木纹灰,4.616260155010519,4.368534065594849,0.24772608941566965,,,,72.46747568148103,-0.5630000233650208,0.4880000054836273,W063,4.368534406143736,True,0.6034772683950987,0.0,0.0
leave_one_out,L,0.25,8,W064,乌托银,4.920880775736599,4.445020854951658,0.47585992078494055,,,,54.66611216996204,-1.496000051498413,-1.4620000123977661,W064,4.445022691011008,True,0.5801136348057877,0.0,0.0
leave_one_out,L,0.25,9,W079,钛晶灰,0.8806783970484106,0.9837494927210602,-0.1030710956726496,,,,42.471569091758944,0.5440000295639038,1.3630000352859497,W079,0.983749861442749,True,0.681568176231601,0.0,0.0
leave_one_out,L,0.25,10,W080,中行灰,2.895308367014764,2.373858268157267,0.521450098857497,,,,48.92940777167678,0.6129999756813049,-0.8529999852180481,W080,2.3738583660750727,True,0.6284090839326382,0.0,0.0
leave_one_out,L,0.25,11,W095,暗灰色,1.7197041834666544,1.4935062194079578,0.22619796405869663,,,,42.43577153201807,2.130000114440918,-2.759999990463257,W095,1.493506256315611,True,0.6627727222036232,0.0,0.0
leave_one_out,L,0.25,12,W096,慕云灰,5.675964125844963,5.318211696518597,0.3577524293263661,,,,70.67281702059236,-3.688999891281128,7.36899995803833,W063,4.9678461931579285,False,0.5318181802603331,0.0,0.0
global,L,0.5,1,W015,桔红,1.9680873554355354,1.677255471978476,0.29083188345705935,54.638999938964844,40.57400131225586,37.167999267578125,55.89562492879728,40.57400131225586,37.167999267578125,W015,1.6772551129457904,True,,,
global,L,0.5,2,W016,橙红色,1.920251623535713,1.203975653607427,0.7162759699282859,51.249000549316406,30.930999755859375,24.78499984741211,52.505625539148845,30.930999755859375,24.78499984741211,W016,1.2039753155661976,True,,,
global,L,0.5,3,W031,淡雅黄,0.8582189471677338,0.6513745880378303,0.2068443591299035,77.09600067138672,-1.562999963760376,27.850000381469727,78.35262566121916,-1.562999963760376,27.850000381469727,W031,0.651373469671707,True,,,
global,L,0.5,4,W032,柠檬黄,2.284830227294805,1.4295666255446953,0.8552636017501098,79.47000122070312,-5.783999919891357,30.476999282836914,80.72662621053557,-5.783999919891357,30.476999282836914,W032,1.42956758489174,True,,,
global,L,0.5,5,W047,浅棕桐,1.7765384978283238,1.9747949277349612,-0.1982564299066374,65.76599884033203,1.6469999551773071,12.461999893188477,67.02262383016448,1.6469999551773071,12.461999893188477,W047,1.974793171116019,True,,,
global,L,0.5,6,W048,灰米色,3.947506214904199,3.1372360444797,0.810270170424499,68.85600280761719,3.0940001010894775,8.144000053405762,70.11262779744963,3.0940001010894775,8.144000053405762,W048,3.137235365572373,True,,,
global,L,0.5,7,W063,木纹灰,4.616260155010519,4.141708802092905,0.4745513529176133,71.86399841308594,-0.5630000233650208,0.4880000054836273,73.12062340291838,-0.5630000233650208,0.4880000054836273,W063,4.141709974290801,True,,,
global,L,0.5,8,W064,乌托银,4.920880775736599,3.9214123890292645,0.9994683867073344,54.08599853515625,-1.496000051498413,-1.4620000123977661,55.34262352498869,-1.496000051498413,-1.4620000123977661,W064,3.9214123752457937,True,,,
global,L,0.5,9,W079,钛晶灰,0.8806783970484106,1.3167800887615375,-0.43610169171312696,41.790000915527344,0.5440000295639038,1.3630000352859497,43.04662590535978,0.5440000295639038,1.3630000352859497,W079,1.3167814932551896,True,,,
global,L,0.5,10,W080,中行灰,2.895308367014764,1.9149594880681806,0.9803488789465833,48.30099868774414,0.6129999756813049,-0.8529999852180481,49.55762367757658,0.6129999756813049,-0.8529999852180481,W080,1.914959643308385,True,,,
global,L,0.5,11,W095,暗灰色,1.7197041834666544,1.4812519470086836,0.23845223645797087,41.77299880981445,2.130000114440918,-2.759999990463257,43.02962379964689,2.130000114440918,-2.759999990463257,W095,1.4812520758308219,True,,,
global,L,0.5,12,W096,慕云灰,5.675964125844963,4.846455207294698,0.8295089185502658,70.14099884033203,-3.688999891281128,7.36899995803833,71.39762383016448,-3.688999891281128,7.36899995803833,W063,4.584985096130972,False,,,
leave_one_out,L,0.5,1,W015,桔红,1.9680873554355354,1.6835163172684173,0.28457103816711804,,,,55.95981811190193,40.57400131225586,37.167999267578125,W015,1.683516003176534,True,1.3208181729370898,-0.0,0.0
leave_one_out,L,0.5,2,W016,橙红色,1.920251623535713,1.1946773743846881,0.7255742491510249,,,,52.54981871965256,30.930999755859375,24.78499984741211,W016,1.194677025056167,True,1.3008181703361599,0.0,0.0
leave_one_out,L,0.5,3,W031,淡雅黄,0.8582189471677338,0.6748039995729956,0.1834149475947382,,,,78.42713702334599,-1.562999963760376,27.850000381469727,W031,0.6748043661509536,True,1.3311363519592718,0.0,0.0
leave_one_out,L,0.5,4,W032,柠檬黄,2.284830227294805,1.4538540784794565,0.8309761488153486,,,,80.69041030312127,-5.783999919891357,30.476999282836914,W032,1.4538555957594792,True,1.2204090824181384,0.0,0.0
leave_one_out,L,0.5,5,W047,浅棕桐,1.7765384978283238,2.0139603240127752,-0.2374218261844514,,,,67.12895337492228,1.6469999551773071,12.461999893188477,W047,2.013958934312338,True,1.3629545345902443,0.0,0.0
leave_one_out,L,0.5,6,W048,灰米色,3.947506214904199,3.191501191711815,0.756005023192384,,,,70.02304824170741,3.0940001010894775,8.144000053405762,W048,3.1914987846677585,True,1.167045434090224,0.0,0.0
leave_one_out,L,0.5,7,W063,木纹灰,4.616260155010519,4.15731964698495,0.4589405080255684,,,,73.07095294987613,-0.5630000233650208,0.4880000054836273,W063,4.15731985959381,True,1.2069545367901975,0.0,0.0
leave_one_out,L,0.5,8,W064,乌托银,4.920880775736599,3.993629805318023,0.9272509704185761,,,,55.246225804767825,-1.496000051498413,-1.4620000123977661,W064,3.9936295495494956,True,1.1602272696115754,0.0,0.0
leave_one_out,L,0.5,9,W079,钛晶灰,0.8806783970484106,1.3920191386580552,-0.5113407416096446,,,,43.153137267990545,0.5440000295639038,1.3630000352859497,W079,1.3920197360463236,True,1.363136352463202,0.0,0.0
leave_one_out,L,0.5,10,W080,中行灰,2.895308367014764,1.9148330871887067,0.9804752798260572,,,,49.55781685560942,0.6129999756813049,-0.8529999852180481,W080,1.9148348409684697,True,1.2568181678652763,0.0,0.0
leave_one_out,L,0.5,11,W095,暗灰色,1.7197041834666544,1.4927534002534504,0.22695078321320405,,,,43.0985442542217,2.130000114440918,-2.759999990463257,W095,1.49275349566505,True,1.3255454444072463,0.0,0.0
leave_one_out,L,0.5,12,W096,慕云灰,5.675964125844963,4.970051836572454,0.7059122892725096,,,,71.20463520085269,-3.688999891281128,7.36899995803833,W063,4.683291699444462,False,1.0636363605206662,0.0,0.0
global,L,0.75,1,W015,桔红,1.9680873554355354,1.8233143734069865,0.14477298202854882,54.638999938964844,40.57400131225586,37.167999267578125,56.523937423713505,40.57400131225586,37.167999267578125,W015,1.8233133811843947,True,,,
global,L,0.75,2,W016,橙红色,1.920251623535713,1.2184253948570323,0.7018262286786807,51.249000549316406,30.930999755859375,24.78499984741211,53.13393803406507,30.930999755859375,24.78499984741211,W016,1.2184248118512035,True,,,
global,L,0.75,3,W031,淡雅黄,0.8582189471677338,0.9256569160961456,-0.0674379689284118,77.09600067138672,-1.562999963760376,27.850000381469727,78.98093815613538,-1.562999963760376,27.850000381469727,W031,0.9256582102099307,True,,,
global,L,0.75,4,W032,柠檬黄,2.284830227294805,1.0141417522831575,1.2706884750116476,79.47000122070312,-5.783999919891357,30.476999282836914,81.35493870545179,-5.783999919891357,30.476999282836914,W032,1.0141385766721347,True,,,
global,L,0.75,5,W047,浅棕桐,1.7765384978283238,2.2425589595244677,-0.46602046169614386,65.76599884033203,1.6469999551773071,12.461999893188477,67.65093632508069,1.6469999551773071,12.461999893188477,W047,2.2425595702961783,True,,,
global,L,0.75,6,W048,灰米色,3.947506214904199,2.7767935639010717,1.1707126510031274,68.85600280761719,3.0940001010894775,8.144000053405762,70.74094029236585,3.0940001010894775,8.144000053405762,W048,2.776789490814254,True,,,
global,L,0.75,7,W063,木纹灰,4.616260155010519,3.9694486764086188,0.6468114786018999,71.86399841308594,-0.5630000233650208,0.4880000054836273,73.7489358978346,-0.5630000233650208,0.4880000054836273,W063,3.9694480738768996,True,,,
global,L,0.75,8,W064,乌托银,4.920880775736599,3.4744951059431584,1.4463856697934405,54.08599853515625,-1.496000051498413,-1.4620000123977661,55.97093601990491,-1.496000051498413,-1.4620000123977661,W064,3.4744959967025197,True,,,
global,L,0.75,9,W079,钛晶灰,0.8806783970484106,1.794644644061839,-0.9139662470134285,41.790000915527344,0.5440000295639038,1.3630000352859497,43.674938400276005,0.5440000295639038,1.3630000352859497,W079,1.7946452028192603,True,,,
global,L,0.75,10,W080,中行灰,2.895308367014764,1.5772733156443408,1.318035051370423,48.30099868774414,0.6129999756813049,-0.8529999852180481,50.1859361724928,0.6129999756813049,-0.8529999852180481,W080,1.5772739402626428,True,,,
global,L,0.75,11,W095,暗灰色,1.7197041834666544,1.6754495507731342,0.04425463269352026,41.77299880981445,2.130000114440918,-2.759999990463257,43.657936294563115,2.130000114440918,-2.759999990463257,W095,1.6754492807809678,True,,,
global,L,0.75,12,W096,慕云灰,5.675964125844963,4.4556294802271825,1.2203346456177808,70.14099884033203,-3.688999891281128,7.36899995803833,72.02593632508069,-3.688999891281128,7.36899995803833,W063,4.2855668622632335,False,,,
leave_one_out,L,0.75,1,W015,桔红,1.9680873554355354,1.8607346696522025,0.1073526857833329,,,,56.62022719837048,40.57400131225586,37.167999267578125,W015,1.8607339443334687,True,1.9812272594056348,-0.0,0.0
leave_one_out,L,0.75,2,W016,橙红色,1.920251623535713,1.237757006447917,0.6824946170877959,,,,53.20022780482065,30.930999755859375,24.78499984741211,W016,1.2377570170344454,True,1.9512272555042398,0.0,0.0
leave_one_out,L,0.75,3,W031,淡雅黄,0.8582189471677338,0.986933533174762,-0.12871458600702812,,,,79.09270519932562,-1.562999963760376,27.850000381469727,W031,0.9869326183220614,True,1.9967045279389077,0.0,0.0
leave_one_out,L,0.75,4,W032,柠檬黄,2.284830227294805,1.0494891388358394,1.2353410884589657,,,,81.30061484433033,-5.783999919891357,30.476999282836914,W032,1.0494892498824675,True,1.8306136236272077,0.0,0.0
leave_one_out,L,0.75,5,W047,浅棕桐,1.7765384978283238,2.3225045086739926,-0.5459660108456688,,,,67.8104306422174,1.6469999551773071,12.461999893188477,W047,2.3225042061099046,True,2.0444318018853664,0.0,0.0
leave_one_out,L,0.75,6,W048,灰米色,3.947506214904199,2.8506042477530014,1.0969019671511977,,,,70.60657095875253,3.0940001010894775,8.144000053405762,W048,2.8506040808024053,True,1.7505681511353361,0.0,0.0
leave_one_out,L,0.75,7,W063,木纹灰,4.616260155010519,3.987350267604848,0.6289098874056709,,,,73.67443021827124,-0.5630000233650208,0.4880000054836273,W063,3.987350374045246,True,1.8104318051852961,0.0,0.0
leave_one_out,L,0.75,8,W064,乌托银,4.920880775736599,3.5733430795378323,1.3475376961987666,,,,55.826339439573616,-1.496000051498413,-1.4620000123977661,W064,3.5733436614388236,True,1.740340904417363,0.0,0.0
leave_one_out,L,0.75,9,W079,钛晶灰,0.8806783970484106,1.9259331652716791,-1.0452547682232685,,,,43.834705444222145,0.5440000295639038,1.3630000352859497,W079,1.9259338239618156,True,2.044704528694803,0.0,0.0
leave_one_out,L,0.75,10,W080,中行灰,2.895308367014764,1.5771587605015176,1.3181496065132463,,,,50.186225939542055,0.6129999756813049,-0.8529999852180481,W080,1.5771593256104153,True,1.8852272517979145,0.0,0.0
leave_one_out,L,0.75,11,W095,暗灰色,1.7197041834666544,1.7243733748800252,-0.0046691914133707435,,,,43.76131697642532,2.130000114440918,-2.759999990463257,W095,1.7243737828380523,True,1.9883181666108696,0.0,0.0
leave_one_out,L,0.75,12,W096,慕云灰,5.675964125844963,4.633375433952947,1.042588691892016,,,,71.73645338111304,-3.688999891281128,7.36899995803833,W063,4.419405296090069,False,1.5954545407809992,0.0,0.0
global,L,1.0,1,W015,桔红,1.9680873554355354,2.1221871658072513,-0.15409981037171594,54.638999938964844,40.57400131225586,37.167999267578125,57.15224991862973,40.57400131225586,37.167999267578125,W015,2.122185080101256,True,,,
global,L,1.0,2,W016,橙红色,1.920251623535713,1.504837166377161,0.4154144571585521,51.249000549316406,30.930999755859375,24.78499984741211,53.76225052898129,30.930999755859375,24.78499984741211,W016,1.5048354440682454,True,,,
global,L,1.0,3,W031,淡雅黄,0.8582189471677338,1.292865902053355,-0.4346469548856212,77.09600067138672,-1.562999963760376,27.850000381469727,79.6092506510516,-1.562999963760376,27.850000381469727,W031,1.292866552235775,True,,,
global,L,1.0,4,W032,柠檬黄,2.284830227294805,0.6214365447958908,1.6633936824989144,79.47000122070312,-5.783999919891357,30.476999282836914,81.983251200368,-5.783999919891357,30.476999282836914,W032,0.6214344219392872,True,,,
global,L,1.0,5,W047,浅棕桐,1.7765384978283238,2.5782691297437363,-0.8017306319154125,65.76599884033203,1.6469999551773071,12.461999893188477,68.27924881999691,1.6469999551773071,12.461999893188477,W047,2.578269049836004,True,,,
global,L,1.0,6,W048,灰米色,3.947506214904199,2.461032067107467,1.486474147796732,68.85600280761719,3.0940001010894775,8.144000053405762,71.36925278728206,3.0940001010894775,8.144000053405762,W048,2.4610291687841506,True,,,
global,L,1.0,7,W063,木纹灰,4.616260155010519,3.8471615155077603,0.7690986395027584,71.86399841308594,-0.5630000233650208,0.4880000054836273,74.37724839275081,-0.5630000233650208,0.4880000054836273,W063,3.8471613179258157,True,,,
global,L,1.0,8,W064,乌托银,4.920880775736599,3.0791637555521816,1.8417170201844173,54.08599853515625,-1.496000051498413,-1.4620000123977661,56.599248514821134,-1.496000051498413,-1.4620000123977661,W064,3.079165292123945,True,,,
global,L,1.0,9,W079,钛晶灰,0.8806783970484106,2.324802074421016,-1.4441236773726054,41.790000915527344,0.5440000295639038,1.3630000352859497,44.30325089519223,0.5440000295639038,1.3630000352859497,W079,2.324801503673911,True,,,
global,L,1.0,10,W080,中行灰,2.895308367014764,1.4487913883499282,1.4465169786648358,48.30099868774414,0.6129999756813049,-0.8529999852180481,50.814248667409025,0.6129999756813049,-0.8529999852180481,W080,1.4487913845153095,True,,,
global,L,1.0,11,W095,暗灰色,1.7197041834666544,2.0270443908289897,-0.30734020736233525,41.77299880981445,2.130000114440918,-2.759999990463257,44.28624878947934,2.130000114440918,-2.759999990463257,W095,2.0270431242904774,True,,,
global,L,1.0,12,W096,慕云灰,5.675964125844963,4.085452925232128,1.590511200612835,70.14099884033203,-3.688999891281128,7.36899995803833,72.65424881999691,-3.688999891281128,7.36899995803833,W063,4.022128386855692,False,,,
leave_one_out,L,1.0,1,W015,桔红,1.9680873554355354,2.196608405031185,-0.22852104959564956,,,,57.28063628483903,40.57400131225586,37.167999267578125,W015,2.196606876559009,True,2.6416363458741796,-0.0,0.0
leave_one_out,L,1.0,2,W016,橙红色,1.920251623535713,1.5597687750105589,0.3604828485251541,,,,53.85063688998873,30.930999755859375,24.78499984741211,W016,1.5597670957913035,True,2.6016363406723197,0.0,0.0
leave_one_out,L,1.0,3,W031,淡雅黄,0.8582189471677338,1.3856208181787564,-0.5274018710110225,,,,79.75827337530527,-1.562999963760376,27.850000381469727,W031,1.3856180966011244,True,2.6622727039185436,0.0,0.0
leave_one_out,L,1.0,4,W032,柠檬黄,2.284830227294805,0.6644103230006155,1.6204199042941896,,,,81.9108193855394,-5.783999919891357,30.476999282836914,W032,0.6644091546815589,True,2.440818164836277,0.0,0.0
leave_one_out,L,1.0,5,W047,浅棕桐,1.7765384978283238,2.7025930273992413,-0.9260545295709175,,,,68.49190790951252,1.6469999551773071,12.461999893188477,W047,2.7025899763800973,True,2.7259090691804886,0.0,0.0
leave_one_out,L,1.0,6,W048,灰米色,3.947506214904199,2.54561999199917,1.4018862229050288,,,,71.19009367579764,3.0940001010894775,8.144000053405762,W048,2.5456178998358445,True,2.334090868180448,0.0,0.0
leave_one_out,L,1.0,7,W063,木纹灰,4.616260155010519,3.86300175007858,0.7532584049319389,,,,74.27790748666634,-0.5630000233650208,0.4880000054836273,W063,3.8630017772757728,True,2.413909073580395,0.0,0.0
leave_one_out,L,1.0,8,W064,乌托银,4.920880775736599,3.193970094531628,1.7269106812049708,,,,56.4064530743794,-1.496000051498413,-1.4620000123977661,W064,3.193971327096749,True,2.320454539223151,0.0,0.0
leave_one_out,L,1.0,9,W079,钛晶灰,0.8806783970484106,2.5113476245320396,-1.630669227483629,,,,44.516273620453745,0.5440000295639038,1.3630000352859497,W079,2.5113482903456594,True,2.726272704926404,0.0,0.0
leave_one_out,L,1.0,10,W080,中行灰,2.895308367014764,1.4487925677227416,1.4465157992920223,,,,50.81463502347469,0.6129999756813049,-0.8529999852180481,W080,1.4487925718502317,True,2.5136363357305527,0.0,0.0
leave_one_out,L,1.0,11,W095,暗灰色,1.7197041834666544,2.118622098062168,-0.3989179145955135,,,,44.42408969862895,2.130000114440918,-2.759999990463257,W095,2.1186229286638945,True,2.6510908888144926,0.0,0.0
leave_one_out,L,1.0,12,W096,慕云灰,5.675964125844963,4.310173239225779,1.365790886619184,,,,72.26827156137337,-3.688999891281128,7.36899995803833,W063,4.179370874814649,False,2.1272727210413325,0.0,0.0
global,L,1.25,1,W015,桔红,1.9680873554355354,2.5163119617857577,-0.5482246063502223,54.638999938964844,40.57400131225586,37.167999267578125,57.780562413545944,40.57400131225586,37.167999267578125,W015,2.516311215657256,True,,,
global,L,1.25,2,W016,橙红色,1.920251623535713,1.941464954268713,-0.021213330733000024,51.249000549316406,30.930999755859375,24.78499984741211,54.390563023897506,30.930999755859375,24.78499984741211,W016,1.9414647795313624,True,,,
global,L,1.25,3,W031,淡雅黄,0.8582189471677338,1.6913387370076556,-0.8331197898399217,77.09600067138672,-1.562999963760376,27.850000381469727,80.23756314596783,-1.562999963760376,27.850000381469727,W031,1.6913385447846372,True,,,
global,L,1.25,4,W032,柠檬黄,2.284830227294805,0.33116695305367927,1.953663274241126,79.47000122070312,-5.783999919891357,30.476999282836914,82.61156369528423,-5.783999919891357,30.476999282836914,W032,0.33116631391490947,True,,,
